Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2004-10-11,137.01,138.86,133.85,135.26,10472100.0,0.0,1.0,68.71712317623596,69.64498740421959,67.13223076519365,67.83941377138657,10472100.0
2004-10-12,134.49,137.61,133.4,137.4,11665500.0,0.0,1.0,67.45322163325287,69.01805211504147,66.90653406108954,68.91272698645953,11665500.0
2004-10-13,143.24,143.55,140.08,140.9,19766200.0,0.0,1.0,71.84176865749974,71.99724860921592,70.25687624645744,70.66814579615829,19766200.0
2004-10-14,141.02,142.38,138.56,142.0,10442100.0,0.0,1.0,70.7283315839194,71.41043717854518,69.49452293481684,71.21984885063503,10442100.0
2004-10-15,144.95,145.5,141.95,144.11,13194700.0,0.0,1.0,72.69941613309541,72.97526766033378,71.1947714390679,72.27811561876771,13194700.0
2004-10-18,143.12,149.2,141.21,149.16,14036300.0,0.0,1.0,71.78158286973864,74.83099611630104,70.82362574787446,74.81093418704734,14036300.0
2004-10-19,150.5,152.4,147.35,147.94,18109800.0,0.0,1.0,75.48300881704628,76.43595045659704,73.9031318883174,74.19904534480949,18109800.0
2004-10-20,147.94,148.99,139.6,140.49,22722600.0,0.0,1.0,74.19904534480949,74.72567098771911,70.01613309541304,70.46251102130786,22722600.0
2004-10-21,144.13,150.13,141.62,149.38,29149800.0,0.0,1.0,72.28814658339456,75.29743597144956,71.02926052272488,74.92127479794269,29149800.0
2004-10-22,170.435,180.17,164.08,172.43,73710000.0,0.0,1.0,85.48137280885904,90.36394484097826,82.29403379867745,86.48196153038732,73710000.0
2004-10-25,176.28,194.43,172.55,187.4,65462800.0,0.0,1.0,88.41292222105595,97.51602261992232,86.54214731814842,93.99013855358456,65462800.0
2004-10-26,186.449,192.64,180.0,181.8,44569500.0,0.0,1.0,93.51316618557783,96.61825128581924,90.27868164165005,91.18146845806655,44569500.0
2004-10-27,182.509,189.52,181.77,185.97,26686200.0,0.0,1.0,91.53706615408838,95.05342080403065,91.16642201112627,93.27292458276477,26686200.0
2004-10-28,186.63,194.39,185.6,193.3,29663900.0,0.0,1.0,93.60394641545082,97.49596069066862,93.08735173716805,96.9492731185053,29663900.0
2004-10-29,198.87,199.95,190.6,190.64,42282600.0,0.0,1.0,99.74289676708302,100.28456885693292,95.59509289388055,95.61515482313425,42282600.0
2004-11-01,193.5,197.67,191.27,196.03,24425300.0,0.0,1.0,97.0495827647738,99.14103888947201,95.93113020888003,98.31849979007033,24425300.0
2004-11-02,198.73,199.25,193.34,194.87,22669900.0,0.0,1.0,99.67268001469508,99.93348509499317,96.969335047759,97.73670384171302,22669900.0
2004-11-03,198.19,201.6,190.75,191.67,27749600.0,0.0,1.0,99.40184396977013,101.11212343864806,95.67032512858192,96.13174950141702,27749600.0
2004-11-04,188.25,190.4,183.35,184.7,28790300.0,0.0,1.0,94.41645455022568,95.49478324761205,91.95886821664742,92.63595832895979,28790300.0
2004-11-05,182.0,182.3,168.55,169.35,39626500.0,0.0,1.0,91.28177810433505,91.43224257373781,84.53595439277842,84.93719297785242,39626500.0
2004-11-08,170.86,175.44,169.4,172.55,22361200.0,0.0,1.0,85.6945308071796,87.99162170672824,84.96227038941954,86.54214731814842,22361200.0
2004-11-09,174.1,175.2,165.27,168.7,22106200.0,0.0,1.0,87.3195470767293,87.87125013120604,82.89087619397502,84.61118662747978,22106200.0
2004-11-10,170.67,172.52,166.33,167.86,21266700.0,0.0,1.0,85.59923664322451,86.52710087120815,83.42251731919808,84.1898861131521,21266700.0
2004-11-11,169.32,183.75,167.57,183.02,29941000.0,0.0,1.0,84.92214653091214,92.15948750918443,84.04443712606276,91.79335730030441,29941000.0
2004-11-12,185.23,189.8,177.4,182.0,33458700.0,0.0,1.0,92.90177889157131,95.19385430880655,88.97465624015955,91.28177810433505,33458700.0
2004-11-15,180.45,188.32,178.75,184.87,23779100.0,0.0,1.0,90.50437834575416,94.45156292641964,89.65174635247192,92.72122152828803,23779100.0
2004-11-16,174.39,179.47,170.83,172.545,41792900.0,0.0,1.0,87.46499606381862,90.01286107903852,85.67948436023933,86.5396395769917,41792900.0
2004-11-17,169.02,177.5,169.0,172.5,36229500.0,0.0,1.0,84.7716820615094,89.0248110632938,84.76165109688255,86.5170699065813,36229500.0
2004-11-18,170.4,174.42,165.73,167.54,33225900.0,0.0,1.0,85.46381862076204,87.48004251075889,83.12158838039257,84.02939067912249,33225900.0
2004-11-19,169.06,169.98,166.52,169.4,17521000.0,0.0,1.0,84.7917439907631,85.25316836359819,83.51781148315315,84.96227038941954,17521000.0
2004-11-22,168.6,169.5,161.31,165.1,24711600.0,0.0,1.0,84.56103180434555,85.0124252125538,80.90474519785872,82.8056129946468,24711600.0
2004-11-23,167.915,170.83,166.5,167.52,24801700.0,0.0,1.0,84.21747126587593,85.67948436023933,83.50778051852629,84.01935971449565,24801700.0
2004-11-24,174.84,177.21,172.51,174.76,30531400.0,0.0,1.0,87.69069276792274,88.87936207620447,86.52208538889471,87.65056890941534,30531400.0
2004-11-26,175.8,180.03,175.32,179.39,12947200.0,0.0,1.0,88.17217907001155,90.29372808859033,87.93143591896714,89.97273722053112,12947200.0
2004-11-29,180.255,182.95,177.51,181.05,21311800.0,0.0,1.0,90.40657644064238,91.75824892411042,89.02982654560722,90.80530728455967,21311800.0
2004-11-30,180.7,183.0,180.25,181.98,15384600.0,0.0,1.0,90.62976540358979,91.78332633567754,90.40406869948568,91.2717471397082,15384600.0
2004-12-01,181.77,182.5,179.55,179.96,15712400.0,0.0,1.0,91.16642201112627,91.5325522200063,90.05298493754593,90.25861971239635,15712400.0
2004-12-02,179.9,181.51,178.55,179.4,12509200.0,0.0,1.0,90.2285268185158,91.03601947097722,89.55143670620343,89.97775270284455,12509200.0
2004-12-03,180.0,181.06,177.6,180.4,11726600.0,0.0,1.0,90.27868164165005,90.8103227668731,89.07496588642805,90.47930093418705,11726600.0
2004-12-06,179.13,180.7,176.02,176.29,12495400.0,0.0,1.0,89.84233468038207,90.62976540358979,88.2825196809069,88.41793770336936,12495400.0
2004-12-07,176.0,176.2,170.55,171.43,13728000.0,0.0,1.0,88.27248871628005,88.37279836254854,85.53905085546343,85.98041329904483,13728000.0
2004-12-08,170.57,173.68,168.73,169.98,15068500.0,0.0,1.0,85.54908182009027,87.10889681956544,84.62623307442007,85.25316836359819,15068500.0
2004-12-09,170.25,173.5,168.47,173.43,15292600.0,0.0,1.0,85.38858638606067,87.0186181379238,84.49583053427102,86.98350976172982,15292600.0
2004-12-10,173.43,174.88,171.29,171.65,8625700.0,0.0,1.0,86.98350976172982,87.71075469717644,85.91019654665686,86.09075390994018,8625700.0
2004-12-13,172.03,173.18,169.45,170.45,9627500.0,0.0,1.0,86.28134223785032,86.8581227038942,84.98734780098667,85.48889603232917,9627500.0
2004-12-14,171.0,178.82,169.6,178.69,22154600.0,0.0,1.0,85.76474755956754,89.68685472866589,85.06258003568804,89.62165345859137,22154600.0
2004-12-15,177.99,180.69,176.66,179.78,22919000.0,0.0,1.0,89.27056969665162,90.62474992127638,88.6035105489661,90.1683410307547,22919000.0
2004-12-16,177.22,180.49,175.95,176.47,17128400.0,0.0,1.0,88.8843775585179,90.52444027500788,88.24741130471291,88.50821638501102,17128400.0
2004-12-17,176.76,180.5,176.55,180.08,14757600.0,0.0,1.0,88.65366537210033,90.5294557573213,88.54834024351842,90.31880550015745,14757600.0
2004-12-20,182.0,188.46,181.87,185.02,19649300.0,0.0,1.0,91.28177810433505,94.5217796788076,91.21657683426052,92.7964537629894,19649300.0
2004-12-21,186.28,187.88,183.4,183.75,11021500.0,0.0,1.0,93.42840453448095,94.23088170462894,91.98394562821456,92.15948750918443,11021500.0
2004-12-22,183.9,186.85,183.01,186.3,7806100.0,0.0,1.0,92.2347197438858,93.71428702634617,91.78834181799097,93.43843549910781,7806100.0
2004-12-23,187.45,188.6,186.0,187.9,7221900.0,0.0,1.0,94.01521596515167,94.59199643119554,93.28797102970505,94.2409126692558,7221900.0
2004-12-27,189.43,193.3,189.1,191.91,12195900.0,0.0,1.0,95.00828146320983,96.9492731185053,94.8427705468668,96.25212107693922,12195900.0
2004-12-28,192.11,193.55,191.01,192.76,8283300.0,0.0,1.0,96.35243072320773,97.07466017634093,95.80072766873097,96.67843707358034,8283300.0
2004-12-29,191.97,193.52,191.78,192.9,5350800.0,0.0,1.0,96.28221397081977,97.05961372940065,96.1869198068647,96.7486538259683,5350800.0
2004-12-30,192.97,198.23,191.85,197.6,11796700.0,0.0,1.0,96.78376220216228,99.42190589902383,96.22202818305867,99.10593051327805,11796700.0
2004-12-31,199.23,199.88,192.56,192.79,15321600.0,0.0,1.0,99.92345413036632,100.24946048073895,96.57812742731186,96.69348352052062,15321600.0
2005-01-03,197.4,203.64,195.46,202.71,31656700.0,0.0,1.0,99.00562086700955,102.13528183058675,98.03261729820511,101.66884197543823,31656700.0
2005-01-04,201.33,202.93,193.48,194.5,27484200.0,0.0,1.0,100.97670541618558,101.77918258633358,97.03955180014694,97.5511309961163,27484200.0
2005-01-05,193.45,196.9,192.23,193.51,16456700.0,0.0,1.0,97.02450535320666,98.7548467513383,96.41261651096882,97.05459824708723,16456700.0
2005-01-06,195.25,195.9,187.72,188.55,20753400.0,0.0,1.0,97.92729216962317,98.25329851999581,94.15063398761414,94.56691901962843,20753400.0
2005-01-07,190.64,194.25,188.78,193.85,19306400.0,0.0,1.0,95.61515482313425,97.42574393828068,94.6822751128372,97.22512464574368,19306400.0
2005-01-10,194.5,198.1,191.83,195.06,15064100.0,0.0,1.0,97.5511309961163,99.3567046289493,96.21199721843183,97.8319980056681,15064100.0
2005-01-11,195.62,197.71,193.18,193.54,13903400.0,0.0,1.0,98.11286501521991,99.16110081872573,96.8890873307442,97.0696446940275,13903400.0
2005-01-12,194.33,195.93,190.5,195.38,16339200.0,0.0,1.0,97.46586779678809,98.26834496693608,95.5449380707463,97.9924934396977,16339200.0
2005-01-13,195.38,197.39,194.05,195.33,13685100.0,0.0,1.0,97.9924934396977,99.00060538469612,97.32543429201218,97.96741602813059,13685100.0
2005-01-14,196.0,200.01,194.13,199.97,19261300.0,0.0,1.0,98.30345334313004,100.31466175081347,97.36555815051958,100.29459982155977,19261300.0
2005-01-18,200.89,205.02,198.66,203.9,26318800.0,0.0,1.0,100.75602419439487,102.82741838983941,99.6375716385011,102.26568437073581,26318800.0
2005-01-19,204.64,205.3,196.71,197.3,22492800.0,0.0,1.0,102.63683006192925,102.96785189461531,98.65955258738323,98.9554660438753,22492800.0
2005-01-20,192.58,196.25,192.0,193.92,17985100.0,0.0,1.0,96.5881583919387,98.42884040096568,96.29726041776004,97.26023302193765,17985100.0
2005-01-21,194.44,195.36,188.12,188.28,18498200.0,0.0,1.0,97.52103810223575,97.98246247507086,94.35125328015116,94.43150099716595,18498200.0
2005-01-24,188.69,189.33,180.32,180.72,28017300.0,0.0,1.0,94.63713577201638,94.95812664007558,90.43917707567964,90.63979636821665,28017300.0
2005-01-25,182.2,182.24,176.29,177.12,21297000.0,0.0,1.0,91.38208775060355,91.40214967985725,88.41793770336936,88.83422273538365,21297000.0
2005-01-26,179.27,189.41,179.15,189.24,24591100.0,0.0,1.0,89.91255143277003,94.99825049858298,89.85236564500893,94.91298729925475,24591100.0
2005-01-27,188.76,188.86,185.2,188.08,13241500.0,0.0,1.0,94.67224414821034,94.7223989713446,92.88673244463104,94.33119135089746,13241500.0
2005-01-28,190.13,194.7,186.34,190.34,24391900.0,0.0,1.0,95.35936522514957,97.6514406423848,93.4584974283615,95.4646903537315,24391900.0
2005-01-31,193.69,196.36,191.72,195.62,19174200.0,0.0,1.0,97.14487692872888,98.48401070641336,96.15682691298414,98.11286501521991,19174200.0
2005-02-01,194.38,203.75,190.63,191.9,37640300.0,0.0,1.0,97.4909452083552,102.19045213603442,95.61013934082082,96.24710559462581,37640300.0
2005-02-02,215.55,216.8,203.66,205.96,65533000.0,0.0,1.0,108.10872126587594,108.73565655505406,102.1453127952136,103.29887372730136,65533000.0
2005-02-03,205.99,213.37,205.81,210.86,25950200.0,0.0,1.0,103.31392017424163,107.01534612154929,103.22364149259998,105.75646006087962,25950200.0
2005-02-04,206.47,207.75,202.6,204.36,29608900.0,0.0,1.0,103.55466332528603,104.19664506140442,101.61367166999055,102.49639655715336,29608900.0
2005-02-07,205.26,206.4,195.51,196.03,25894800.0,0.0,1.0,102.9477899653616,103.51955494909205,98.05769470977222,98.31849979007033,25894800.0
2005-02-08,196.96,200.02,194.53,198.64,22937000.0,0.0,1.0,98.78493964521886,100.31967723312691,97.56617744305657,99.62754067387425,22937000.0
2005-02-09,200.76,201.6,189.46,191.58,34308600.0,0.0,1.0,100.69082292432034,101.11212343864806,95.0233279101501,96.08661016059621,34308600.0
2005-02-10,191.97,192.21,185.25,187.98,37927400.0,0.0,1.0,96.28221397081977,96.40258554634198,92.91180985619818,94.28103652776319,37927400.0
2005-02-11,186.66,192.32,186.07,187.4,26205700.0,0.0,1.0,93.6189928623911,96.45775585178964,93.32307940589902,93.99013855358456,26205700.0
2005-02-14,186.08,193.08,181.0,192.99,77047200.0,0.0,1.0,93.32809488821246,96.83893250760995,90.78022987299255,96.79379316678913,77047200.0
2005-02-15,193.605,199.84,193.08,195.23,51514000.0,0.0,1.0,97.10224532906476,100.22939855148526,96.83893250760995,97.91726120499632,51514000.0
2005-02-16,194.7,199.33,194.3,198.41,33031500.0,0.0,1.0,97.6514406423848,99.97360895350059,97.4508213498478,99.51218458066548,33031500.0
2005-02-17,197.83,199.75,196.81,197.9,20807900.0,0.0,1.0,99.22128660648683,100.18425921066442,98.70970741051748,99.2563949826808,20807900.0
2005-02-18,198.51,198.84,196.66,197.95,16954800.0,0.0,1.0,99.56233940379973,99.72785032014275,98.6344751758161,99.28147239424793,16954800.0
2005-02-22,196.5,198.9,190.39,191.37,26940400.0,0.0,1.0,98.55422745880131,99.7579432140233,95.48976776529862,95.98128503201428,26940400.0
2005-02-23,193.3,194.48,188.66,193.95,31140800.0,0.0,1.0,96.9492731185053,97.54110003148945,94.6220893250761,97.27527946887793,31140800.0
2005-02-24,183.37,189.85,182.23,188.89,51576900.0,0.0,1.0,91.96889918127428,95.21893172037367,91.39713419754382,94.73744541828486,51576900.0
2005-02-25,189.15,189.92,185.51,185.87,19927000.0,0.0,1.0,94.86784795843393,95.25404009656765,93.04221239634722,93.22276975963052,19927000.0
2005-02-28,186.0,189.87,185.85,187.99,15621100.0,0.0,1.0,93.28797102970505,95.22896268500052,93.21273879500367,94.28605201007663,15621100.0
2005-03-01,189.29,189.75,185.39,186.06,18603700.0,0.0,1.0,94.93806471082188,95.16877689723943,92.98202660858611,93.3180639235856,18603700.0
2005-03-02,185.95,187.67,184.36,185.18,14556400.0,0.0,1.0,93.26289361813792,94.12555657604702,92.46543193030335,92.8767014800042,14556400.0
2005-03-03,186.13,187.75,184.31,187.005,15201900.0,0.0,1.0,93.35317229977957,94.16568043455442,92.44035451873623,93.79202700220426,15201900.0
2005-03-04,186.7,187.25,185.07,185.9,13534600.0,0.0,1.0,93.6390547916448,93.91490631888317,92.82153117455653,93.2378162065708,13534600.0
2005-03-07,187.78,189.6,187.03,188.81,17317400.0,0.0,1.0,94.1807268814947,95.09354466253805,93.80456570798782,94.69732155977748,17317400.0
2005-03-08,189.1,189.85,184.97,185.2,16076100.0,0.0,1.0,94.8427705468668,95.21893172037367,92.77137635142228,92.88673244463104,16076100.0
2005-03-09,184.21,184.65,180.16,181.35,22698000.0,0.0,1.0,92.39019969560198,92.61088091739268,90.35892935866485,90.95577175396242,22698000.0
2005-03-10,181.01,181.2,177.4,179.98,21899000.0,0.0,1.0,90.78524535530597,90.88053951926103,88.97465624015955,90.26865067702319,21899000.0
2005-03-11,180.44,180.95,177.15,177.8,16040500.0,0.0,1.0,90.49936286344075,90.75515246142541,88.84926918232392,89.17527553269655,16040500.0
2005-03-14,178.33,178.4,172.57,174.99,22270900.0,0.0,1.0,89.44109609530808,89.47620447150204,86.55217828277527,87.76592500262413,22270900.0
2005-03-15,175.25,180.0,174.21,178.61,20823300.0,0.0,1.0,87.89632754277316,90.27868164165005,87.37471738217697,89.58152960008398,20823300.0
2005-03-16,176.7,178.61,175.01,175.6,14198300.0,0.0,1.0,88.62357247821978,89.58152960008398,87.77595596725097,88.07186942374304,14198300.0
2005-03-17,177.13,179.64,175.8,179.29,16504600.0,0.0,1.0,88.83923821769707,90.09812427836674,88.17217907001155,89.92258239739687,16504600.0
2005-03-18,178.81,180.4,178.31,180.04,14165800.0,0.0,1.0,89.68183924635247,90.47930093418705,89.43106513068122,90.29874357090374,14165800.0
2005-03-21,179.27,182.17,177.25,180.88,14952400.0,0.0,1.0,89.91255143277003,91.36704130366327,88.89942400545817,90.72004408523145,14952400.0
2005-03-22,181.18,181.94,177.85,178.6,11252100.0,0.0,1.0,90.8705085546342,91.2516852104545,89.20035294426367,89.57651411777054,11252100.0
2005-03-23,177.97,180.24,177.97,178.98,9680300.0,0.0,1.0,89.26053873202477,90.39905321717225,89.26053873202477,89.76710244568069,9680300.0
2005-03-24,180.228,180.86,179.2,179.25,7402900.0,0.0,1.0,90.39303463839614,90.7100131206046,89.87744305657604,89.90252046814317,7402900.0
2005-03-28,181.68,184.8,180.95,181.42,17458500.0,0.0,1.0,91.12128267030545,92.68611315209405,90.75515246142541,90.99088013015638,17458500.0
2005-03-29,181.05,183.28,178.07,179.57,12933000.0,0.0,1.0,90.80530728455967,91.92375984045344,89.31069355515902,90.06301590217276,12933000.0
2005-03-30,180.64,181.45,179.6,180.45,12459700.0,0.0,1.0,90.59967250970924,91.00592657709667,90.07806234911304,90.50437834575416,12459700.0
2005-03-31,177.95,181.39,177.64,180.51,13523600.0,0.0,1.0,89.25050776739792,90.97583368321611,89.09502781568175,90.53447123963471,13523600.0
2005-04-01,181.76,182.95,179.99,180.04,12351600.0,0.0,1.0,91.16140652881285,91.75824892411042,90.27366615933663,90.29874357090374,12351600.0
2005-04-04,179.95,185.32,179.84,185.29,16136600.0,0.0,1.0,90.25360423008291,92.94691823239215,90.19843392463525,92.93187178545188,16136600.0
2005-04-05,187.73,190.26,187.57,188.57,17455900.0,0.0,1.0,94.15564946992757,95.4245664952241,94.07540175291277,94.57694998425526,17455900.0
2005-04-06,189.24,189.65,187.58,189.22,10494600.0,0.0,1.0,94.91298729925475,95.11862207410518,94.08041723522621,94.9029563346279,10494600.0
2005-04-07,188.78,194.62,188.64,193.76,19365000.0,0.0,1.0,94.6822751128372,97.6113167838774,94.61205836044924,97.17998530492285,19365000.0
2005-04-08,193.69,195.1,191.45,192.05,10222900.0,0.0,1.0,97.14487692872888,97.8520599349218,96.02140889052167,96.32233782932718,10222900.0
2005-04-11,193.09,194.8,192.32,193.23,10810100.0,0.0,1.0,96.84394798992338,97.70159546551906,96.45775585178964,96.91416474231131,10810100.0
2005-04-12,193.0,194.42,189.41,193.955,14624500.0,0.0,1.0,96.79880864910255,97.5110071376089,94.99825049858298,97.27778721003465,14624500.0
2005-04-13,193.47,194.32,189.73,192.93,13098400.0,0.0,1.0,97.03453631783353,97.46085231447465,95.15874593261258,96.76370027290858,13098400.0
2005-04-14,193.27,194.36,190.1,191.45,12293000.0,0.0,1.0,96.93422667156503,97.48091424372836,95.3443187782093,96.02140889052167,12293000.0
2005-04-15,190.1,190.34,184.66,185.0,23131600.0,0.0,1.0,95.3443187782093,95.4646903537315,92.6158963997061,92.78642279836255,23131600.0
2005-04-18,184.58,187.88,183.49,186.97,13087400.0,0.0,1.0,92.5757725411987,94.23088170462894,92.02908496903538,93.77447281410727,13087400.0
2005-04-19,189.33,192.0,188.03,191.4,16843100.0,0.0,1.0,94.95812664007558,96.29726041776004,94.30611393933033,95.99633147895456,16843100.0
2005-04-20,198.58,200.5,195.91,198.1,30872000.0,0.0,1.0,99.59744777999371,100.56042038417131,98.25831400230922,99.3567046289493,30872000.0
2005-04-21,200.42,205.0,199.32,204.75,35468200.0,0.0,1.0,100.5202965256639,102.81738742521256,99.96859347118715,102.69200036737693,35468200.0
2005-04-22,222.905,224.0,214.26,215.81,66343700.0,0.0,1.0,111.79760850740003,112.34680382072006,107.46172404744411,108.23912380602498,66343700.0
2005-04-25,217.82,224.74,217.52,223.53,39640300.0,0.0,1.0,109.24723575102341,112.71794951191352,109.09677128162066,112.11107615198908,39640300.0
2005-04-26,220.22,222.0,218.29,218.75,34509400.0,0.0,1.0,110.4509515062454,111.34370735803506,109.48296341975438,109.71367560617193,34509400.0
2005-04-27,217.99,220.85,216.74,219.78,20509000.0,0.0,1.0,109.33249895035163,110.76692689199118,108.70556366117351,110.2302702844547,20509000.0
2005-04-28,219.5,222.08,217.71,219.45,17348200.0,0.0,1.0,110.0898367796788,111.38383121654246,109.19206544557574,110.06475936811168,17348200.0
2005-04-29,221.91,222.25,217.82,220.0,18322000.0,0.0,1.0,111.29856801721424,111.46909441587069,109.24723575102341,110.34061089535005,18322000.0
2005-05-02,222.05,223.7,220.21,222.29,19515200.0,0.0,1.0,111.36878476960219,112.1963393513173,110.44593602393199,111.48915634512439,19515200.0
2005-05-03,221.54,228.15,221.32,226.19,35524800.0,0.0,1.0,111.1129951716175,114.42822898079143,111.00265456072215,113.44519444736014,35524800.0
2005-05-04,227.18,229.88,226.999,228.5,24142800.0,0.0,1.0,113.94172719638921,115.29590742101396,113.85094696651622,114.6037708617613,24142800.0
2005-05-05,228.62,228.62,225.88,226.98,15004100.0,0.0,1.0,114.66395664952242,114.66395664952242,113.28971449564396,113.84141755012071,15004100.0
2005-05-06,228.4,229.25,226.47,228.02,13514200.0,0.0,1.0,114.55361603862707,114.97993203526819,113.58562795213604,114.36302771071692,13514200.0
2005-05-09,228.0,228.5,225.43,226.02,11062500.0,0.0,1.0,114.35299674609006,114.6037708617613,113.06401779153984,113.35993124803191,11062500.0
2005-05-10,225.47,227.8,224.72,227.8,12678900.0,0.0,1.0,113.08407972079354,114.25268709982157,112.70791854728665,114.25268709982157,12678900.0
2005-05-11,228.9,231.98,227.93,231.29,22934600.0,0.0,1.0,114.80439015429832,116.34915870683321,114.31788836989608,116.00309042720689,22934600.0
